42525|13|09|01|68|0|2|F|0|N|5|None
42536|13|09|01|48|0|1|F|0|N|5|None
44002|13|09|01|304|2|9|F|0|N|5|28079026
44003|13|09|01|240|1|10|F|0|N|5|28079099
44004|13|09|01|296|2|10|F|0|N|5|28079011
44005|13|09|01|208|0|5|F|0|N|5|28079011
44007|13|09|01|284|1|11|F|0|N|5|28079099
44009|13|09|01|264|2|11|F|0|N|5|28079011
44010|13|09|01|164|2|10|F|0|N|5|28079099
44011|13|09|01|264|2|12|F|0|N|5|28079058
44012|13|09|01|120|0|8|F|0|N|5|28079058
44013|13|09|01|64|0|7|F|0|N|5|28079058
44014|13|09|01|192|2|16|F|0|N|5|28079011
44015|13|09|01|184|1|14|F|0|N|5|28079058
44016|13|09|01|68|0|5|F|0|N|5|28079011
44017|13|09|01|76|1|6|F|0|N|5|28079011
44018|13|09|01|36|0|5|F|0|N|5|28079023
44019|13|09|01|100|0|4|F|0|N|5|28079058
44020|13|09|01|124|1|5|F|0|N|5|28079099
44024|13|09|01|176|3|5|F|0|N|5|28079058
44025|13|09|01|192|1|9|F|0|N|5|28079023
44026|13|09|01|116|1|3|F|0|N|5|28079023
44029|13|09|01|64|0|4|F|0|N|5|28079058
44030|13|09|01|100|0|4|F|0|N|5|28079023
44032|13|09|01|56|0|5|F|0|N|5|28079023
44033|13|09|01|4|0|1|F|0|N|5|28079011
44035|13|09|01|28|0|1|F|0|N|5|28079058
44036|13|09|01|16|0|3|F|0|N|5|28079058
44037|13|09|01|20|0|3|F|0|N|5|28079058
44038|13|09|01|56|1|7|F|0|N|5|28079058
44039|13|09|01|24|0|6|F|0|N|5|28079024
44040|13|09|01|56|0|12|F|0|N|5|28079011
44041|13|09|01|80|0|3|F|0|N|5|28079011
44042|13|09|01|136|1|6|F|0|N|5|28079023
44043|13|09|01|28|1|5|F|0|N|5|28079058
44401|13|09|01|20|24|10|F|0|N|5|28079058
44402|13|09|01|0|0|0|F|0|N|5|28079011
45035|13|09|01|40|0|1|F|0|N|5|28079099
45036|13|09|01|176|1|3|F|0|N|5|28079023
45037|13|09|01|80|0|4|F|0|N|5|28079011
45038|13|09|01|64|0|1|F|0|N|5|28079024
45039|13|09|01|160|0|3|F|0|N|5|28079024
45040|13|09|01|44|0|1|F|0|N|5|28079099
45041|13|09|01|80|0|2|F|0|N|5|28079024
45043|13|09|01|16|0|2|F|0|N|5|28079058
45044|13|09|01|0|0|0|F|0|N|5|28079058
45045|13|09|01|0|0|0|F|0|N|5|28079011
45046|13|09|01|0|0|0|F|0|N|5|28079058
45047|13|09|01|224|1|5|F|0|N|5|28079011
45049|13|09|01|0|0|1|F|0|N|5|28079011
45401|13|09|01|84|18|21|F|0|N|5|28079058
45402|13|09|01|12|1|5|F|0|N|5|28079058
45411|13|09|01|4|3|2|F|0|N|5|28079099
45412|13|09|01|0|0|0|F|0|N|5|28079058
45414|13|09|01|0|0|1|F|0|N|5|28079058
45502|13|09|01|140|0|3|F|0|N|5|28079005
45505|13|09|01|44|0|3|F|0|N|5|None
45519|13|09|01|60|0|3|F|0|N|5|None
45533|13|09|01|4|0|1|F|0|N|5|None
46001|13|09|01|116|0|3|F|0|N|5|28079024
46002|13|09|01|68|0|3|F|0|N|5|28079058
46003|13|09|01|84|0|2|F|0|N|5|28079058
46004|13|09|01|36|0|2|F|0|N|5|28079011
46005|13|09|01|64|0|2|F|0|N|5|28079099
46006|13|09|01|92|0|3|F|0|N|5|28079005
46007|13|09|01|92|0|3|F|0|N|5|28079058
46009|13|09|01|88|1|4|F|0|N|5|28079011
46010|13|09|01|96|0|3|F|0|N|5|28079011
46011|13|09|01|92|0|3|F|0|N|5|28079099
46012|13|09|01|112|1|5|F|0|N|5|28079005
46013|13|09|01|92|1|4|F|0|N|5|28079058
46014|13|09|01|104|1|3|F|0|N|5|28079011
46015|13|09|01|100|1|4|F|0|N|5|28079011
46016|13|09|01|88|0|3|F|0|N|5|28079011
46017|13|09|01|100|7|7|F|0|N|5|28079058
46018|13|09|01|88|0|4|F|0|N|5|28079058
46019|13|09|01|0|0|1|F|0|N|5|28079099
46020|13|09|01|32|0|2|F|0|N|5|28079099
46021|13|09|01|44|10|8|F|0|N|5|28079011
46022|13|09|01|36|1|5|F|0|N|5|28079011
46023|13|09|01|16|0|1|F|0|N|5|28079011
46024|13|09|01|56|0|4|F|0|N|5|28079058
46025|13|09|01|48|0|1|F|0|N|5|28079023
46027|13|09|01|36|0|1|F|0|N|5|28079015
46028|13|09|01|36|0|5|F|0|N|5|28079058
46029|13|09|01|16|0|2|F|0|N|5|28079011
46030|13|09|01|48|1|6|F|0|N|5|28079099
46032|13|09|01|68|0|4|F|0|N|5|28079024
46033|13|09|01|44|1|2|F|0|N|5|28079011
46034|13|09|01|12|0|0|F|0|N|5|28079024
46035|13|09|01|204|9|7|F|0|N|5|28079058
46036|13|09|01|44|0|1|F|0|N|5|28079024
46037|13|09|01|84|1|5|F|0|N|5|28079099
46038|13|09|01|16|0|0|F|0|N|5|None
46039|13|09|01|64|1|2|F|0|N|5|28079058
46040|13|09|01|68|2|2|F|0|N|5|28079058
46403|13|09|01|48|0|19|F|0|N|5|28079011
46404|13|09|01|24|1|3|F|0|N|5|28079011
46405|13|09|01|4|0|2|F|0|N|5|28079099
46406|13|09|01|24|8|10|F|0|N|5|28079011
46407|13|09|01|0|0|0|F|0|N|5|28079099
46408|13|09|01|8|2|2|F|0|N|5|28079011
46409|13|09|01|0|0|0|F|0|N|5|28079058
46410|13|09|01|8|0|2|F|0|N|5|28079023
46411|13|09|01|0|0|1|F|0|N|5|28079011
46412|13|09|01|0|0|0|F|0|N|5|28079058
46413|13|09|01|16|0|2|F|0|N|5|28079099
46414|13|09|01|4|0|2|F|0|N|5|28079099
46416|13|09|01|4|2|2|F|0|N|5|28079024
47001|13|09|01|28|0|1|F|0|N|5|28079058
47002|13|09|01|60|0|3|F|0|N|5|28079099
47003|13|09|01|112|0|2|F|0|N|5|28079011
47004|13|09|01|108|14|8|F|0|N|5|28079011
47005|13|09|01|64|0|2|F|0|N|5|28079011
47006|13|09|01|100|0|3|F|0|N|5|28079099
47009|13|09|01|48|0|1|F|0|N|5|28079011
47010|13|09|01|100|0|3|F|0|N|5|28079011
47011|13|09|01|116|0|5|F|0|N|5|28079099
47012|13|09|01|0|0|0|F|0|N|5|28079011
47030|13|09|01|44|0|1|F|0|N|5|28079099
47031|13|09|01|96|0|2|F|0|N|5|28079099
47032|13|09|01|80|0|2|F|0|N|5|28079058
47033|13|09|01|68|0|1|F|0|N|5|28079011
47034|13|09|01|172|0|6|F|0|N|5|28079011
47035|13|09|01|132|0|3|F|0|N|5|28079058
47036|13|09|01|48|0|2|F|0|N|5|28079023
47037|13|09|01|28|0|4|F|0|N|5|28079058
47038|13|09|01|4|0|2|F|0|N|5|28079058
47039|13|09|01|0|0|0|F|0|N|5|28079099
47040|13|09|01|28|0|1|F|0|N|5|28079023
47042|13|09|01|12|0|2|F|0|N|5|28079024
47043|13|09|01|8|0|2|F|0|N|5|28079058
47044|13|09|01|4|0|2|F|0|N|5|28079099
47401|13|09|01|0|0|0|F|0|N|5|28079024
47402|13|09|01|16|3|4|F|0|N|5|28079058
47403|13|09|01|0|0|0|F|0|N|5|28079099
47404|13|09|01|0|0|0|F|0|N|5|28079058
47405|13|09|01|4|0|0|F|0|N|5|28079011
47406|13|09|01|8|1|3|F|0|N|5|28079024
47407|13|09|01|0|0|1|F|0|N|5|28079099
47408|13|09|01|12|1|5|F|0|N|5|28079024
47409|13|09|01|16|6|9|F|0|N|5|28079058
47410|13|09|01|0|0|0|F|0|N|5|28079099
47411|13|09|01|36|3|5|F|0|N|5|28079099
47412|13|09|01|8|4|6|F|0|N|5|28079099
47501|13|09|01|28|0|1|F|0|N|5|None
47511|13|09|01|52|1|5|F|0|N|5|None
47517|13|09|01|0|0|0|F|0|N|5|None
47518|13|09|01|16|0|1|F|0|N|5|None
47534|13|09|01|116|1|9|F|0|N|5|None
52001|13|09|01|92|0|5|F|0|N|5|28079024
52002|13|09|01|108|0|2|F|0|N|5|28079058
52003|13|09|01|80|0|4|F|0|N|5|28079058
52004|13|09|01|64|0|3|F|0|N|5|28079058
52005|13|09|01|68|1|5|F|0|N|5|28079011
52006|13|09|01|24|1|2|F|0|N|5|28079011
52007|13|09|01|36|1|5|F|0|N|5|28079058
52008|13|09|01|24|0|3|F|0|N|5|28079023
52009|13|09|01|36|1|5|F|0|N|5|28079058
52010|13|09|01|36|1|5|F|0|N|5|28079058
52012|13|09|01|44|0|1|F|0|N|5|28079058
52013|13|09|01|20|1|4|F|0|N|5|28079058
52014|13|09|01|12|0|2|F|0|N|5|28079058
52401|13|09|01|20|0|2|F|0|N|5|28079011
52402|13|09|01|32|1|3|F|0|N|5|28079099
52403|13|09|01|0|0|0|F|0|N|5|28079058
53001|13|09|01|84|0|5|F|0|N|5|28079099
53002|13|09|01|172|1|5|F|0|N|5|28079011
53003|13|09|01|72|0|3|F|0|N|5|28079024
53004|13|09|01|164|1|5|F|0|N|5|28079011
53005|13|09|01|76|0|2|F|0|N|5|28079099
53006|13|09|01|164|2|8|F|0|N|5|28079058
53007|13|09|01|76|0|4|F|0|N|5|28079099
53008|13|09|01|104|1|6|F|0|N|5|28079011
53009|13|09|01|64|1|4|F|0|N|5|28079099
53010|13|09|01|96|1|4|F|0|N|5|28079023
53011|13|09|01|72|4|7|F|0|N|5|28079011
53012|13|09|01|96|1|5|F|0|N|5|28079099
53013|13|09|01|28|1|3|F|0|N|5|28079058
53014|13|09|01|40|1|5|F|0|N|5|28079011
53015|13|09|01|28|0|3|F|0|N|5|28079058
53016|13|09|01|40|1|8|F|0|N|5|28079058
53018|13|09|01|32|1|5|F|0|N|5|28079099
53019|13|09|01|52|0|3|F|0|N|5|28079011
53020|13|09|01|64|1|4|F|0|N|5|28079011
53021|13|09|01|12|1|1|F|0|N|5|28079099
53022|13|09|01|8|0|1|F|0|N|5|28079011
53023|13|09|01|28|1|3|F|0|N|5|28079099
53024|13|09|01|12|0|1|F|0|N|5|28079058
53025|13|09|01|60|1|7|F|0|N|5|28079058
53026|13|09|01|40|0|3|F|0|N|5|28079024
53027|13|09|01|28|0|1|F|0|N|5|28079099
53028|13|09|01|28|0|1|F|0|N|5|28079058
53029|13|09|01|20|0|1|F|0|N|5|28079099
53030|13|09|01|52|2|4|F|0|N|5|28079058
53031|13|09|01|4|1|2|F|0|N|5|28079011
53032|13|09|01|16|1|7|F|0|N|5|28079058
53033|13|09|01|20|0|3|F|0|N|5|28079011
53034|13|09|01|8|1|7|F|0|N|5|28079099
53035|13|09|01|12|0|3|F|0|N|5|28079011
53036|13|09|01|16|0|3|F|0|N|5|28079058
53037|13|09|01|12|0|2|F|0|N|5|28079011
53039|13|09|01|16|0|4|F|0|N|5|28079023
53041|13|09|01|20|1|5|F|0|N|5|28079011
53042|13|09|01|76|4|4|F|0|N|5|28079058
53043|13|09|01|8|0|3|F|0|N|5|28079024
53044|13|09|01|60|0|2|F|0|N|5|28079011
53045|13|09|01|192|2|6|F|0|N|5|28079099
53046|13|09|01|20|0|2|F|0|N|5|28079099
53047|13|09|01|28|0|0|F|0|N|5|28079011
53048|13|09|01|56|0|1|F|0|N|5|28079023
53049|13|09|01|16|0|2|F|0|N|5|28079058
53401|13|09|01|12|3|5|F|0|N|5|28079011
53402|13|09|01|16|4|4|F|0|N|5|28079011
53403|13|09|01|16|1|7|F|0|N|5|28079024
53404|13|09|01|0|0|7|F|0|N|5|28079011
53405|13|09|01|4|3|4|F|0|N|5|28079058
53406|13|09|01|0|0|1|F|0|N|5|28079011
53407|13|09|01|56|50|36|F|0|N|5|28079011
53414|13|09|01|32|5|7|F|0|N|5|28079023
53504|13|09|01|132|2|7|F|0|N|5|None
53548|13|09|01|30|0|0|F|0|N|5|None
54001|13|09|01|136|1|6|F|0|N|5|28079058
54002|13|09|01|48|0|1|F|0|N|5|28079099
54003|13|09|01|44|0|0|F|0|N|5|28079023
54004|13|09|01|48|0|1|F|0|N|5|28079058
54005|13|09|01|32|0|2|F|0|N|5|28079058
54006|13|09|01|16|0|1|F|0|N|5|28079099
54007|13|09|01|20|0|0|F|0|N|5|28079024
54008|13|09|01|20|0|1|F|0|N|5|28079058
54009|13|09|01|48|0|5|F|0|N|5|28079058
54010|13|09|01|32|1|5|F|0|N|5|28079023
54011|13|09|01|68|9|15|F|0|N|5|28079058
54012|13|09|01|24|0|2|F|0|N|5|28079005
54013|13|09|01|8|0|1|F|0|N|5|28079011
54014|13|09|01|12|0|0|F|0|N|5|28079011
54015|13|09|01|24|0|1|F|0|N|5|28079058
54016|13|09|01|40|0|4|F|0|N|5|28079058
54017|13|09|01|60|0|2|F|0|N|5|28079004
54018|13|09|01|40|0|1|F|0|N|5|28079058
54019|13|09|01|56|0|2|F|0|N|5|28079011
54020|13|09|01|24|0|0|F|0|N|5|28079024
54021|13|09|01|32|0|3|F|0|N|5|28079099
54022|13|09|01|52|0|2|F|0|N|5|28079011
54023|13|09|01|12|0|2|F|0|N|5|28079058
54024|13|09|01|56|1|4|F|0|N|5|28079099
54026|13|09|01|8|0|1|F|0|N|5|28079023
54027|13|09|01|20|0|0|F|0|N|5|28079011
54028|13|09|01|48|1|4|F|0|N|5|None
